,AAPL US Equity,MSFT US Equity,NVDA US Equity,AVGO US Equity,AMZN US Equity,META US Equity,TSLA US Equity,GOOGL US Equity,GOOG US Equity,COST US Equity,NFLX US Equity,AMD US Equity,ADBE US Equity,PEP US Equity,LIN US Equity,QCOM US Equity,TMUS US Equity,CSCO US Equity,TXN US Equity,AMAT US Equity,INTU US Equity,AMGN US Equity,CMCSA US Equity,INTC US Equity,ISRG US Equity,HON US Equity,BKNG US Equity,MU US Equity,VRTX US Equity,LRCX US Equity,ADI US Equity,REGN US Equity,KLAC US Equity,PANW US Equity,ADP US Equity,GILD US Equity,MDLZ US Equity,PDD US Equity,SNPS US Equity,ASML US Equity,SBUX US Equity,MELI US Equity,CRWD US Equity,CTAS US Equity,CDNS US Equity,NXPI US Equity,MAR US Equity,CSX US Equity,ABNB US Equity,PYPL US Equity,ROP US Equity,ORLY US Equity,MRVL US Equity,CEG US Equity,PCAR US Equity,MNST US Equity,ADSK US Equity,CPRT US Equity,AEP US Equity,MCHP US Equity,WDAY US Equity,ROST US Equity,MRNA US Equity,CHTR US Equity,AZN US Equity,KDP US Equity,PAYX US Equity,FTNT US Equity,DXCM US Equity,TTD US Equity,ODFL US Equity,KHC US Equity,VRSK US Equity,FAST US Equity,EA US Equity,IDXX US Equity,DASH US Equity,CTSH US Equity,FANG US Equity,GEHC US Equity,DDOG US Equity,EXC US Equity,BKR US Equity,LULU US Equity,CCEP US Equity,BIIB US Equity,ON US Equity,GFS US Equity,CDW US Equity,XEL US Equity,CSGP US Equity,ZS US Equity,TEAM US Equity,ANSS US Equity,TTWO US Equity,DLTR US Equity,WBD US Equity,ARM US Equity,ILMN US Equity,MDB US Equity,WBA US Equity,IXIC Index
2023-10-11,181.119,336.3457,46.8477,90.565,131.83,327.82,262.99,140.55,141.7,570.747,365.93,108.31,549.91,168.146,385.6633,114.6965,143.12,56.3156,163.0282,143.912,547.439,295.406,46.2399,38.5093,281.79,192.3085,3071.95,71.0513,365.25,652.74,179.0877,836.07,490.4717,259.21,255.9168,80.7396,64.7793,110.07,494.95,612.8214,94.4246,1243.95,188.22,519.205,252.98,208.8342,200.6932,32.1501,130,58.07,506.614,916.41,55.5779,116.5734,90.7174,49.6,213.2,46.15,78.8057,83.1147,222,115.4349,102.76,449.82,69.9186,30.3462,122.8641,58.97,78.97,84.77,214.0688,34.2241,247.5182,57.8562,130.7018,445.88,80.8,69.8282,170.3411,67.8306,89.44,41.7706,36.0466,373.36,60.4301,266.52,95.14,57.23,217.0814,61.1098,81.87,173.05,199.45,304.88,144.75,107.03,10.96,54.68,134.035,365.22,24.2476,18224.68
2023-10-12,182.036,335.0708,46.9869,93.78,132.33,324.16,258.87,138.97,140.29,568.991,361.2,108.79,559.63,163.452,384.6856,115.0423,141.14,56.5151,160.6139,146.7663,549.289,296.906,45.8845,38.4675,266.12,188.7578,3049,70.5857,368,666.197,177.7362,838.49,509.2519,260.62,254.06,80.5298,62.8637,106.9,496.23,623.5071,93.8803,1229.96,187.56,521.717,252.2,207.7052,200.2175,31.6925,125.97,56.355,506.887,919.44,55.0538,117.2319,89.2731,47.54,212.77,45.93,76.9214,82.378,215.75,114.9576,100.78,447.68,70.0214,28.9061,122.7606,58,75.49,84.49,213.2191,32.5044,247.992,62.205,132.5964,428.31,80.1,67.3964,174.105,66.5596,87.98,41.5515,35.9124,373.94,59.7268,260.99,93.05,57.23,214.8073,60.424,80.18,170.65,186.4,300.68,141.62,107.47,10.32,51.85,126.727,364.35,25.9536,18156.5
2023-10-13,180.162,331.6003,45.5015,91.458,129.79,314.69,251.12,137.36,138.58,572.079,355.68,105.09,548.76,165.437,384.8689,112.1573,141.67,56.4311,158.2824,142.8593,538.817,295.927,45.7905,37.5591,273.15,188.3679,2950.08,70.0393,371,656.1881,175.1459,839.63,494.7196,259.4,253.9061,81.4635,63.3683,106.1,489.67,606.311,93.9419,1223.5,185.72,519.326,250.25,199.6376,195.288,31.6721,124.08,55.75,502.386,926.46,53.0379,115.1754,87.6719,47.72,209.47,45.75,77.9577,79.2573,214.89,113.7795,98.3,449.27,69.2195,29.1237,122.16,57.76,76.19,80.24,203.6711,33.1585,249.6253,62.1017,132.3142,426.18,75.37,67.2125,178.6196,67.1701,88.06,41.6767,35.995,377.69,59.9854,262.26,89.14,55.65,210.4214,61.1618,80.3,168.52,188.31,293.13,142.83,107.94,10.37,50.78,125.473,350.68,24.945,17930.52
2023-10-16,180.031,336.5683,46.1361,93.466,132.55,321.15,253.92,139.095,140.49,577.529,360.82,106.46,550.74,166.554,386.2439,114.0669,143.24,56.8404,159.8885,142.7176,546.752,298.822,46.2504,38.1751,274.16,191.1078,2966.47,69.9077,374,661.8639,176.866,843.66,499.1911,261.52,255.7116,83.0896,64.4909,105.32,491.96,610.4053,96.1703,1226.2,187.67,523.429,251.42,205.057,199.4482,31.9467,125.19,57,506.493,945.3,54.0861,118.3564,89.0533,48.67,211.78,46.64,79.6222,80.7818,215.62,118.1971,91.94,454.45,69.7233,29.5381,122.9366,59.14,78.95,80.87,207.3616,33.3168,244.5037,61.8538,132.1631,429.55,76.42,68.224,179.5204,66.9299,90.52,41.9062,36.3255,416.64,60.3267,267.94,91.69,56.52,212.0052,61.8892,81.62,172.21,196.27,297.17,143.59,110.1,10.9,52.09,127.68,368.16,24.4408,18142.91
2023-10-17,178.45,335.9814,43.9772,91.584,131.47,324,254.85,139.72,140.99,579.649,355.72,105.14,560.09,165.819,388.128,115.8113,142.77,56.6095,159.8471,144.4586,544.609,296.26,46.3653,37.6531,275.37,191.2002,2978.4,69.8268,373.5,661.101,176.7226,836.85,494.2521,261.74,255.7834,84.4325,65.4384,104.85,492.05,615.2881,96.7146,1240.65,187.14,520.988,250.02,202.9426,199.924,31.906,125.71,57.16,504.495,946.06,53.5922,118.6806,88.9487,49.79,213.99,46.66,79.2139,80.7409,218.07,119.8321,86.33,452.68,71.2191,29.8178,123.3611,58.65,80.49,79.59,209.7348,33.2429,241.8724,62.0397,132.0522,436.09,75.88,68.6327,180.657,66.8498,90.41,41.7915,36.78,412.94,60.6266,267.43,91.69,56.48,212.0864,61.8372,79.8,172.29,197.79,297.69,144.86,115.37,10.92,52.29,128.156,365.7,24.5159,18082.26
2023-10-18,177.13,334.0084,42.2336,91.857,128.13,316.97,242.68,137.96,139.28,579.951,346.19,102.17,557.87,167.536,378.2591,114.552,139.69,56.4311,157.3187,143.1731,533.126,295.385,46.01,37.2145,275.52,188.2755,2850.24,69.9684,367.55,653.2587,175.3507,826.03,487.1892,261.34,254.6857,83.5827,66.0666,105.33,485.73,589.6305,96.273,1211.7,187.79,514.828,246.56,198.3032,196.7759,31.1941,122.17,55.8,497.401,930.5,51.8787,117.5865,87.5463,49.84,209.64,45.23,78.6905,79.7996,214.61,119.0603,86.01,448.32,67.0709,29.8282,122.4603,57.67,84.12,76.77,202.0521,33.475,240.0778,60.7279,131.2762,425.32,74.5,67.4679,182.2119,65.2787,88.29,41.635,36.8936,405.61,59.7992,263.5,89.59,55.61,209.3046,61.6502,77.66,170.4,194.01,290.48,142.5,113.75,10.58,51.9,120.945,358.68,22.7992,17827.86
2023-10-19,176.748,335.2327,42.1385,89.868,128.4,312.81,220.11,137.75,138.98,570.858,401.77,102.4,555.74,166.016,376.9758,114.8617,137.84,55.9588,156.4068,136.0676,527.162,292.281,45.017,37.2458,273.45,187.0441,2785.2,68.3391,364.8,612.2775,172.74,808.64,472.606,253.13,252.4493,82.2923,66.1284,104.07,482.37,594.1595,96.9611,1179.96,184.52,509.388,245.06,192.894,194.6604,31.0619,119.97,54.81,491.982,898.39,51.0925,115.7832,86.395,50.4,206.07,44.33,77.9054,78.5717,213.26,118.0651,82.37,435.87,66.2279,29.4759,122.3774,57.77,86.04,75.87,199.332,33.1796,236.3677,60.4593,129.2304,425.68,73.37,66.865,181.1396,65.5288,87.75,41.489,36.749,396.19,59.8096,257.3,87.01,55.83,205.9441,61.3592,73.94,169.07,192.4,285.92,140.28,113.11,10.39,49.74,116.601,358,22.4881,17677.06
2023-10-20,174.149,330.5278,41.4239,88.398,125.17,308.65,211.99,135.6,136.74,558.041,400.96,101.81,540.96,165.437,373.126,112.1264,136.99,55.5495,153.1634,135.7538,512.293,290.416,44.7975,36.4627,266.91,186.0692,2756.64,68.0254,361.86,610.65,170.4875,808.47,469.9536,243.1,247.9354,81.6209,66.0151,102.78,467.64,586.446,96.7249,1169.67,178.76,504.698,238.64,190.6667,190.2674,31.2856,116.49,53.39,486.522,907.06,49.8629,113.5646,85.3799,49.98,202.69,43.69,76.7853,77.1085,211.16,117.4558,80.4,429.65,65.6213,29.6831,120.1099,56.36,85.97,74.06,197.6125,33.0319,236.3677,59.509,128.4342,427,73.07,67.1716,178.5231,64.1272,86.08,40.9986,35.9847,395.82,59.0753,257.45,84.83,54.36,203.4771,60.3721,73.84,162.19,187.07,279.72,140.58,110.53,10.33,47.87,116.27,346.28,22.8099,17411.3
2023-10-23,174.27,333.209,43.0133,89.287,126.56,314.01,212.08,136.5,137.9,557.395,406.84,100.01,540.41,165.52,372.1788,112.1573,137.74,54.7834,151.6195,135.8651,509.483,284.427,44.8811,35.3454,272.59,185.2483,2819.54,67.6814,367.66,609.8668,167.7744,795.54,470.0756,246.17,247.402,81.3691,65.9018,104.19,467.82,594.2201,96.7351,1180.13,179.08,506.004,239.92,187.1666,190.9456,30.6754,120.39,53.45,482.183,878.67,49.4093,113.5747,85.1496,50.3,199.72,44.15,76.7853,76.116,209.58,116.1863,78.64,430.27,64.8194,29.3516,120.7622,56.1,86.02,73.64,194.9125,32.8315,232.7584,59.2714,127.3256,427.72,74.81,66.4359,177.2792,64.0671,85.68,40.0597,35.8091,402.46,59.551,253.39,83.61,53.95,202.5938,60.3201,73.25,162.48,185.96,275.94,142.17,108.97,10.14,50.21,116.105,342.28,23.561,17463.88
2023-10-24,174.713,334.4333,43.7019,91.244,128.56,312.55,216.52,138.81,140.12,556.941,413.73,101.67,539.56,167.701,374.0426,112.9108,141.07,55.6335,152.2412,136.5433,511.292,287.614,45.4247,36.1181,277.39,186.2129,2835.37,68.8856,369.38,614.383,168.8597,804.28,477.9007,252.07,246.6736,81.988,67.5085,108.34,468.03,607.3219,97.1664,1221.99,182.82,512.427,237.41,188.4599,192.4639,30.1872,122.01,54.24,486.956,872,49.883,115.763,88.7812,50.05,205.04,44.53,78.2404,77.7941,212.37,117.6081,79.76,431.18,66.3821,30.1597,121.2695,57.54,86.35,76.52,194.0275,33.4539,232.0224,59.478,128.6559,430.77,76.36,66.5687,175.0701,64.7479,87.86,40.5396,35.6128,403.37,60.668,252.11,85.09,54.39,202.939,61.3904,74.17,164.79,190.6,277.31,142.69,108.03,10.08,52.37,112.83,352.04,22.928,17632.49
2023-10-25,172.356,344.6931,41.8163,87.984,121.39,299.53,212.42,125.61,126.67,555.074,411.25,96.055,521.14,167.867,371.1094,108.1525,140.99,54.9933,146.9254,131.695,488.256,283.49,44.6826,34.2804,266.61,182.7546,2812.92,67.2968,363.04,593.3482,163.5972,797.04,462.2301,244.79,223.9811,82.2398,67.6475,107.49,455.26,589.7215,96.5298,1190.98,175.38,508.061,231.03,180.5873,190.733,30.1058,118.5,51.49,485.604,874.92,47.9276,113.4937,88.4673,50.08,200.21,43.63,78.8894,73.0362,207.21,117.3339,76.76,423.73,66.012,30.1494,116.1649,55.94,84.35,71.67,186.541,33.8443,229.996,59.323,126.7008,412.68,72.28,65.4857,176.5929,64.5877,81.59,40.6857,35.1377,396.7,60.7921,246.72,81.16,51.59,201.7308,61.7956,70.91,157.61,178.59,270.74,137.07,108.3,9.73,49.44,110.721,329.33,23.2498,17197.29
2023-10-26,168.115,331.7622,40.362,85.614,119.57,288.35,205.76,122.28,123.44,552.661,403.54,93.67,514.28,166.895,377.1591,109.0195,142.86,53.9123,149.2258,132.4338,484.637,280.938,40.9198,33.9567,259.51,180.6714,2742.69,65.3032,361.28,595.1689,164.6927,792.01,465.6854,237.19,224.5043,82.3552,67.6114,107.58,453.54,594.6346,95.164,1175,171.64,505.133,230.44,184.3029,188.7288,30.0956,115.47,51.75,484.767,921.64,47.0003,114.1927,87.8184,50.06,196.12,43.15,79.3186,74.4482,205.98,116.0645,75.98,411.71,65.1895,30.5742,115.7093,55.72,81.09,66.22,185.9276,33.6122,228.5442,59.4893,124.6046,397.43,71.03,64.8011,173.4187,63.987,80.72,40.8422,36.1706,388.62,60.6473,241.08,82.79,52.06,201.4465,62.1074,70.86,154.61,176.02,268.79,133.04,108.82,9.8,50.17,108.486,327.33,23.282,16871.95
2023-10-27,169.454,333.7048,40.5361,86.817,127.74,296.73,207.3,122.17,123.4,548.049,397.87,96.43,508.12,165.044,377.373,109.8865,140,54.1117,148.3036,132.8994,484.708,272.459,41.432,37.1101,258.98,181.6361,2746.16,66.4366,355.28,594.0399,164.3958,775.18,465.3703,238.79,220.4007,80.3829,66.9523,108.28,457,596.4543,94.4965,1200.45,172.82,502.894,230.87,183.8616,187.5293,29.7396,114.09,50.39,479.913,924.56,47.6353,112.2274,87.1695,49.9,195.15,42.73,78.4393,73.9366,206.01,114.5412,71.91,372,63.6269,30.9471,113.452,56.26,89.29,66.86,185.2588,33.1691,225.681,59.8739,123.5867,391.37,70.65,64.6784,171.6279,63.176,81.68,40.091,35.9537,386.82,59.9027,234.52,83.52,51.98,201.9339,60.5903,70.58,154.37,176.46,270.75,134.43,108.24,9.55,49.09,106.144,335.31,22.6812,16956.67
2023-10-30,171.54,341.2934,41.1977,87.116,132.71,302.66,197.36,124.46,125.75,560.009,410.08,96.18,526.94,167.794,385.867,111.3006,141.57,54.1222,146.9358,132.6262,492.774,274.146,42.2786,37.2667,258.49,184.4581,2788.25,66.8616,357.45,593.5109,159.594,777.67,467.0065,238.55,221.6728,81.5894,67.9513,104.26,460.94,595.3221,95.6569,1226.24,174.61,509.378,233.72,174.6752,190.3888,29.9024,116.95,51.05,489.227,930.14,47.2019,114.5068,87.5149,50.68,197.79,43.12,78.9418,72.2995,207.2,116.4808,74.07,389.8,64.7063,31.1026,114.4875,56.32,84.91,67.95,190.6287,33.359,226.3262,60.5182,122.2564,396.39,73.21,65.1382,169.8907,63.2461,80.41,40.1119,36.1086,391.75,60.4508,237.21,65.34,49.91,200.0557,61.0371,70.79,156.81,177.99,275.14,133.35,109.85,9.85,47.9,104.832,336.3,22.6383,17143.92
2023-10-31,172.023,342.1029,40.8164,87.128,133.09,301.27,200.84,124.08,125.3,557.546,411.69,98.5,532.06,168.828,389.2178,112.498,143.86,54.7099,148.5149,133.9622,500.305,266.344,43.1566,38.1125,262.22,188.06,2789.56,67.6712,362.11,598.3119,161.0786,779.89,477.3316,243.02,223.8682,82.3972,68.1882,101.42,469.44,605.3607,94.7224,1240.74,176.77,513.744,239.85,176.9846,190.8646,30.3601,118.29,51.8,493.031,930.44,47.595,114.3953,86.3741,51.1,197.63,43.52,79.0778,72.9441,211.71,117.7706,75.96,402.8,65.0045,31.4237,114.9845,57.17,88.83,70.96,189.3817,33.1902,229.2197,60.6326,124.7557,399.47,74.95,65.8739,171.9175,66.6502,81.47,40.6231,35.5509,393.48,60.5128,237.54,62.64,49.62,203.4568,61.5878,73.41,158.69,180.64,278.26,133.75,111.09,9.94,49.29,106.338,344.59,22.6168,17232.75
2023-11-01,175.247,350.1569,42.3627,88.326,137,311.85,205.66,126.45,127.57,561.946,420.19,108.04,544.5,170.472,394.249,114.4591,145.05,54.7729,149.7281,136.9381,494.462,271.698,43.7105,38.9374,270.46,188.8091,2766.23,70.2315,369.33,617.0683,163.0341,791.27,484.2726,244.86,215.815,84.1282,68.8164,102.93,475.38,616.2386,93.8084,1300.01,178.35,515.649,244.88,177.077,191.1075,30.0753,119.47,51.66,491.598,945.66,48.0788,116.3505,87.023,51.65,198.93,43.82,80.0619,72.6883,211.46,117.7807,76.2,406.51,65.5699,31.5584,112.7169,57.31,94.13,70.76,196.4158,33.9709,224.0679,61.225,124.7456,395.35,75.9,66.3746,170.9416,68.3623,80.1,41.2386,35.9847,395.29,61.4747,239.62,64.84,48.85,202.1978,62.9075,73.67,156.65,177.85,278.75,133.81,111.49,10.08,50.52,103.656,339.02,22.134,17538.05
2023-11-02,178.873,352.4334,43.5448,90.228,138.07,310.87,218.51,127.49,128.58,562.138,424.71,107.83,558.71,172.499,396.8563,121.1374,146.5,55.3606,154.0577,140.1973,505.763,277.688,44.4213,39.3655,277.89,191.313,2838.62,71.284,376.55,633.9734,168.2556,818.79,497.2907,250.36,224.217,85.2193,70.0008,101.31,478.64,639.6615,102.7015,1319.5,182.8,517.766,244.48,182.2809,187.9696,30.9093,115.5,55.06,498.561,948.09,49.2883,118.7211,88.3207,52.66,199.24,45.25,82.9511,75.3077,212.92,120.157,71.23,412.62,65.9811,31.9728,116.4548,57.59,93.67,75.68,195.5007,35.3529,231.7502,62.2123,129.2808,419.44,87.79,65.0361,175.0487,69.3334,79.24,42.4591,36.6767,403.5,62.2504,241.86,66.63,50.38,209.8224,63.4582,74.02,159.19,181.4,272.85,137.5,114.01,11.08,52.82,109.098,329,23.0674,17843.27
2023-11-03,177.946,356.9663,45.0451,91.406,138.6,314.6,219.96,129.1,130.37,567.123,432.36,112.25,563.66,172.458,399.7589,123.3669,147.49,55.6335,157.1115,141.4524,503.903,281.094,45.132,39.8249,278.52,193.9401,2858.75,73.4496,376.2,644.9587,171.9209,816.9,507.7377,243.53,224.9864,85.597,70.8761,106.42,487.94,650.8259,105.4126,1387.79,188.24,525.222,249.54,186.3455,193.6381,30.9195,122.64,56.1,507.129,952.84,51.7679,118.5995,90.843,55.56,203.98,45.93,83.4536,78.2034,218.41,123.1325,77.53,420.11,65.7549,32.2422,114.3736,50.48,97.46,79.08,197.2655,35.0997,232.5064,62.1499,130.601,429.3,92.49,67.7131,173.8262,71.6562,82.04,42.3131,36.5527,407.93,62.5399,249.5,68.25,52.85,212.6549,63.4167,77.38,164.37,176.9,287.74,138.91,116.35,11.77,53.49,113.627,343.11,23.7219,18058.79
2023-11-06,180.545,360.7404,45.7918,91.215,139.74,315.8,219.27,130.25,131.45,576.142,434.74,111.75,565.45,172.364,400.258,123.7901,147.34,55.9273,154.2564,142.0698,505.915,284.188,44.3794,39.7571,277.26,192.4111,2971.43,73.7937,385.76,650.014,171.5626,832.41,506.9654,237,226.2483,85.1249,70.2788,107.13,489.94,645.7908,106.8297,1374.77,186.78,525.486,249.77,187.6285,193.4963,30.8991,118.17,54.62,507.795,956.1,51.6469,126.3596,90.393,56.14,201.99,45.91,82.9616,76.863,218.39,124.0364,72.07,415.7,65.8475,32.0868,115.4401,50.1,94.84,77.47,198.1203,35.1208,232.6979,61.0275,130.2785,423.02,89.04,67.7233,171.7244,71.1756,79.55,41.7498,36.2931,407.95,62.7468,248.63,66.23,51.66,214.259,62.9283,77.03,163.47,173.55,280.93,134.37,114.99,11.45,53.1,109.662,332.35,23.3571,18126.04
2023-11-07,183.154,364.7876,45.996,92.974,142.71,318.82,222.18,130.97,132.4,577.608,434.61,113.45,585.2,172.861,396.4897,124.6055,147.13,55.7594,153.3047,143.4666,519.47,282.396,43.9405,40.6161,278.69,191.4978,3011.9,73.6723,378.25,652.2619,172.1154,830.79,511.2946,242.08,228.0025,84.5689,70.5363,109.37,499.02,644.646,106.4703,1382.72,192.36,533.134,253.73,190.7078,196.8772,30.8686,121.08,54.63,511.69,974.61,51.5864,121.4361,90.4872,55.98,205.31,46.53,82.5429,77.0574,221.45,125.0722,73.66,412.98,65.3951,32.1179,116.5169,49.52,95.19,77.7,199.2867,34.9098,235.0974,61.3393,130.7421,422.47,88.91,67.2022,170.2768,70.7852,102.2,41.4577,35.1712,413.69,63.5018,245.61,66.8,54.27,211.1727,62.1697,77.94,171.39,178.93,281.8,136.36,116.33,11.61,55.27,111.275,369.04,23.2284,18294.79
2023-11-08,184.232,367.4891,46.6155,94.352,142.08,319.78,222.11,131.84,133.26,573.675,436.65,113.59,585.31,173.078,399.5043,123.9243,146.64,55.623,151.872,145.987,528.031,284.635,43.397,39.7256,277.93,189.4556,3020.34,73.1461,376.96,658.6904,172.9345,822.79,519.4652,241.08,231.3161,81.7258,71.0821,109.65,506.16,647.665,107.107,1367.34,193.83,534.097,256.4,188.1931,194.9337,30.889,117.66,55.08,515.727,973.7,51.9896,122.7632,90.6232,55.66,206.93,46.62,81.8101,77.1085,222.6,124.6965,71.34,413.48,65.3129,32.1697,118.0908,50.24,92.76,78.84,196.1644,34.9942,237.9405,61.5887,131.7599,427.73,87.31,66.9468,167.2528,70.0743,99.99,41.2907,35.0466,409.64,62.8502,231.69,66.25,53.02,212.4722,61.3904,77.24,173.96,174.48,286.94,143.47,114.77,9.4,54.4,107.582,370.04,22.531,18315.39
2023-11-09,183.749,364.9495,46.9919,94.378,140.6,320.55,209.98,130.24,131.69,569.519,435.15,113.49,577.74,171.806,398.2007,123.9656,146.89,54.5735,149.8327,144.914,520.107,275.052,42.728,39.5999,272.4,189.5993,3010.26,74.4515,368.57,661.4163,171.1121,800.26,514.6177,242.59,232.3831,78.6624,70.9997,108.33,505.17,642.5691,105.5666,1341.38,190.76,533.205,256.45,185.0933,196.7658,30.6855,115.52,54.28,514.395,978.14,52.9068,122.2061,89.9848,55.08,204.68,46.69,81.7996,75.41,225.45,124.2699,69.51,404.46,65.8886,32.0143,118.0597,49.67,92.4,76.81,193.8767,34.7621,237.4263,61.4536,132.3243,418.75,84.53,66.0578,166.8346,68.3923,100.23,40.9465,35.2336,406.58,62.7054,224.65,64.35,50.81,211.6803,60.9955,77.61,170.7,170.84,284.42,146.32,113.61,9.64,51.58,103.967,365.31,21.9409,18168.26
2023-11-10,188.01,374.0356,48.3781,99.156,143.56,328.77,214.65,132.59,134.06,583.523,447.24,118.59,597.22,172.592,407.2243,128.2078,147.61,55.1927,153.9322,152.5155,534.612,278.438,43.8046,40.7104,277.49,192.727,3074.23,76.263,373.65,697.1897,176.4257,798.94,542.9304,253.51,234.404,79.6485,71.1851,109.04,518.83,669.9431,107.7351,1374.39,196.31,540.449,261.56,191.6007,200.0151,31.2246,118.15,54.77,521.872,986.22,55.0538,123.361,92.371,55.28,210.58,48.73,82.2655,79.3596,230.01,125.2448,70.05,409.81,64.9428,32.0868,119.5197,50.82,94.05,64.01,197.4113,34.6988,239.8762,62.3682,133.8159,428.73,87.47,67.3862,169.1187,69.6038,103.65,41.1343,35.6698,413.67,62.8606,224.79,67.38,51.97,214.8987,61.5151,79.65,175.04,176.29,291.5,147.88,114.08,10.13,52.27,95.599,376.89,22.2735,18579.11
2023-11-13,186.396,371.0102,48.6634,98.06,142.59,329.19,223.71,132.09,133.64,584.645,444.62,116.79,590.34,173.471,407.1326,127.8362,147.21,54.8149,152.5517,151.5641,537.937,277.792,43.3656,40.0504,282.48,192.5205,3119.21,75.676,378.92,684.9839,174.7262,796.7,536.8329,255.64,232.2087,78.6099,71.3705,109.23,522.88,663.1756,106.8884,1378.29,200.96,543.275,263.94,189.7224,200.1264,30.9703,119.15,54.39,521.721,995.92,53.8745,123.3103,92.057,55.54,210.1,48.34,79.428,78.3978,226.3,124.2598,70.21,406.41,65.4876,32.408,119.4575,50.3,98.35,63.46,196.5968,35.0681,240.4609,61.9836,133.7151,432.39,89.77,67.1103,169.6227,70.0943,104.25,40.477,35.8048,416.98,63.1605,222.59,66.65,52.13,215.2032,60.5487,78.53,178.17,175.04,291,150.09,112.26,9.89,51.69,90.176,377.97,22.1555,18524.8
2023-11-14,189.059,374.6426,49.7003,100.755,145.8,336.31,237.41,133.62,135.43,597.355,448.65,119.88,604.33,173.822,411.2167,131.4592,147.01,55.8014,156.7977,155.9569,561.53,281.261,43.7628,41.2866,291.62,196.3707,3173.5,78.0946,369.95,706.8426,181.8111,793.7,555.7758,261.17,236.384,78.3896,72.1944,111,538.32,684.2582,109.0466,1430.51,207.97,555.047,272.62,200.0379,204.8332,31.6416,126.68,56.68,529.491,982.96,57.4829,128.173,95.1758,55.68,217.36,49.69,81.9584,83.1659,232.42,126.7377,74.1,414.84,66.0325,33.0296,121.3149,51.32,101.38,67.63,203.5454,35.4268,240.0072,63.3971,135.4888,454.25,93.69,68.8473,170.6736,72.297,109.02,41.6767,36.0438,430.33,63.5638,225.26,69.96,55.79,221.7922,62.6581,82.74,187.09,186.2,297.94,153.4,116.71,10.44,53.43,94.744,397.77,23.166,18920.54
2023-11-15,189.634,374.7944,48.9316,101.008,143.2,332.71,242.84,134.62,136.38,603.401,461.94,118,595.31,172.933,410.1881,133.0694,147.2,55.9168,158.8266,157.2627,561.55,284.396,44.4526,42.5437,293.22,195.6585,3120.82,78.0643,349.34,709.8737,185.0873,792.38,555.735,256.18,236.425,78.7253,72.0811,114.42,529.32,686.8821,109.4906,1442.55,204.29,555.758,265.79,206.0527,203.6287,31.5196,128.35,58.25,525.636,973.335,57.624,123.5838,94.9449,55.42,216.11,49.22,81.0267,84.4142,231.51,125.8948,76.35,417.6,64.9017,33.04,122.2332,51.06,102.11,68.05,202.4946,35.4057,239.735,62.4721,135.4787,460.56,95.16,69.8997,170.6736,71.6062,109.44,41.7609,36.0022,432.19,63.6362,229.63,71.13,56.14,222.2592,62.4399,82.26,184.56,187.32,298.57,153.94,118.72,10.56,55.43,97.349,392.58,23.6713,18931.05
2023-11-16,191.348,381.3845,49.5241,99.366,142.83,334.19,233.59,136.93,138.7,584.999,466.95,119.83,602.06,173.409,415.9322,132.8424,147.49,50.4175,158.8475,156.6958,562.975,282.417,44.3272,45.4142,303.95,196.8559,3128.85,77.5887,343,712.4573,184.1249,796.54,555.7248,242.3,235.8608,78.1798,72.7299,113.05,533.45,689.7897,110.7091,1469.55,204.27,562.054,266.99,206.104,206.1694,31.8654,126.28,56.82,529.895,971.99,55.0941,123.5453,95.4277,55.1,215.02,49.31,81.9267,84.0663,231.95,122.0155,76.55,412.85,65.5905,32.926,121.5549,50.42,104.77,66.3,200.0057,35.6694,239.4931,63.0437,134.4407,466.64,95.09,69.9712,167.0692,72.0066,109.12,41.5609,34.5272,420.28,63.5334,229.46,69.46,56.42,218.7972,63.0737,82.24,186.18,186.5,301.66,154.85,113.7,10.32,54.23,92.519,389.07,22.7926,18952.07
2023-11-17,191.328,374.9769,49.342,101.249,145.18,335.04,234.3,135.31,136.94,583.553,465.91,120.62,602.66,172.427,415.4128,133.6371,147.71,50.1184,161.7026,150.4001,566.22,278.627,44.3376,45.8961,305.28,197.372,3135.25,78.4893,350.5,712.3555,187.4114,802.43,554.8587,247.59,235.3273,79.1554,72.7402,115.15,534.78,695.0781,109.0156,1448,207.09,556.499,268.27,206.2477,208.2849,32.1603,127.15,56.54,529.511,968.55,56.0214,123.5656,95.9001,54.79,217.33,50.22,81.9372,85.4681,231.66,130.8201,76.44,407.7,65.9297,32.8742,122.6297,51.26,104.97,66.47,201.0666,35.5112,239.0595,63.1373,134.743,463.69,95.23,71.0441,171.0679,73.0879,109.54,41.003,35.0154,422.44,63.449,228,70.03,56.31,218.5739,62.9283,82.73,187.47,184.99,299.46,154.39,115,10.71,54.99,91.663,392.57,23.3088,18957.84
